Donor ID,Donor City,Donor State,Donor Is Teacher,Donor Zip,Latitude,Longitude,Is Synthetic,Data Source
14f7ce8dd5bcb8d04094dded6bebac31,Queens,New York,No,984,43.299400,-74.217900,False,Original
1190f938a66fd7f739669fa759970043,Chicago,Illinois,No,982,41.878100,-87.629800,False,Original
05379ff6d6d7b3b833094d353f4df561,Dallas,Texas,Yes,695,32.776700,-96.797000,False,Original
37cc863bf2a0345990604f621d48a071,Bronx,New York,No,181,43.299400,-74.217900,False,Original
bf780e3ff6b751f79b7492459b1bc895,Evanston,Illinois,No,120,40.633100,-89.398500,False,Original
4fdc6e1bedcb8cb60692dc639424aed5,San Antonio,Texas,No,742,29.424100,-98.493600,False,Original
b0cc1b3b9793b9b41374814632c5bd89,Tampa,Florida,Yes,801,27.950600,-82.457200,False,Original
99b49350af2b99b4d9acd1584d3485c5,Tallahassee,Florida,No,365,27.664800,-81.515800,False,Original
5eddbbbfa95976636daa2e688861fe18,Sacramento,California,No,879,38.581600,-121.494400,False,Original
1b0498637d7ddbedd284476c6b88f83d,Bronx,New York,No,858,43.299400,-74.217900,False,Original
6f7c15ea272a6d8eb5122df875b17a55,Oakland,California,No,286,37.804400,-122.271200,False,Original
89c5b31aeb6c1016cee624d09dac6e83,Naperville,Illinois,No,758,40.633100,-89.398500,False,Original
da09dfa052828d8044b591f797ac6aa8,Los Angeles,California,No,471,34.052200,-118.243700,False,Original
91e1aa9676f72255c01f36bf3e6dd58b,San Antonio,Texas,No,516,29.424100,-98.493600,False,Original
7cd0129d2e8d0e87533420e6d9d80b8d,San Diego,California,No,911,32.715700,-117.161100,False,Original
46b98991e14eb70db380c73a989d9d4a,Fort Worth,Texas,No,097,32.755500,-97.330800,False,Original
7d137018680bac63b856d0353dc98290,Dallas,Texas,No,671,32.776700,-96.797000,False,Original
cafda61372bb912d7da67785b63b4dc3,San Diego,California,Yes,718,32.715700,-117.161100,False,Original
94e0d3baa9f948b24e6384bb3e493f43,Rochester,New York,No,445,43.156600,-77.608800,False,Original
54aebd1b8ce6424dbef59fe6ff233d5f,Buffalo,New York,No,267,42.886400,-78.878400,False,Original
314d3441b8a6171f1ee34dc43b048a8b,Queens,New York,No,790,43.299400,-74.217900,False,Original
3764fbda3108d4482f65fafab0ae8f08,Aurora,Illinois,No,788,40.633100,-89.398500,False,Original
fb02bebb48729a4d98c7472a864e9a13,San Francisco,California,No,379,37.774900,-122.419400,False,Original
b540b30e039f3a254d6168bd2defe193,Austin,Texas,Yes,065,30.267200,-97.743100,False,Original
f1afdb65b289f2244ac9778d8da8eee4,San Jose,California,Yes,022,37.338200,-121.886300,False,Original
7a8d03aa782a65e048ca765192f5df7b,Brooklyn,New York,No,268,43.299400,-74.217900,False,Original
1d34d08e7a4c75d4dc99e04cf0e98b3b,Jacksonville,Florida,No,600,30.332200,-81.655700,False,Original
26d794d30db95301afbb411aa1235a8c,Oakland,California,No,097,37.804400,-122.271200,False,Original
8edddfcd1e52d7703f897142fe716b14,Rockford,Illinois,No,643,40.633100,-89.398500,False,Original
6160745985c7504bc693da1139c6a1ca,Buffalo,New York,No,612,42.886400,-78.878400,False,Original
9191b3634e2d66456dc7cac7fd72b050,Fort Worth,Texas,No,111,32.755500,-97.330800,False,Original
a021c0ca3531968dc342bd2bf295456e,Sacramento,California,Yes,255,38.581600,-121.494400,False,Original
2812859a1337739e8d4f5d272c7f0b79,San Jose,California,No,491,37.338200,-121.886300,False,Original
49c13de73b4206c5085b15fb4a8ff810,Naperville,Illinois,Yes,249,40.633100,-89.398500,False,Original
ca8f3653c9af18f843b9da13ec856f37,El Paso,Texas,No,212,31.761900,-106.485000,False,Original
398d1ca68b6870b51d61fac36cd5e859,Austin,Texas,No,083,30.267200,-97.743100,False,Original
4ebfa5c3cae9b4a72a79ea680f44704f,Fort Worth,Texas,No,459,32.755500,-97.330800,False,Original
4dd8eb85b04d337677fc97031fd5a423,Aurora,Illinois,No,515,40.633100,-89.398500,False,Original
0a3450fc9918ee461497d6587010f719,Orlando,Florida,No,036,28.538300,-81.379200,False,Original
ac9ed156f63fce413a9aca5e176132ed,Tallahassee,Florida,No,031,27.664800,-81.515800,False,Original
d248a9a7ac1aa554c3c75611ffe3fa49,Los Angeles,California,No,189,34.052200,-118.243700,False,Original
7135f221a6c9537f84dad06a7872bdeb,Raleigh,North Carolina,No,456,35.759600,-79.019300,False,Original
f81401027de1bdfed0725b5ca2814044,San Diego,California,No,338,32.715700,-117.161100,False,Original
292bd156db9465701ac70ec0ab8ddeb4,Queens,New York,No,688,43.299400,-74.217900,False,Original
c2b01cfdd045dd1c668409e3f1f8343e,San Antonio,Texas,Yes,268,29.424100,-98.493600,False,Original
c5c5b37af85e06a11dad09b252c21221,Rochester,New York,No,011,43.156600,-77.608800,False,Original
764414fd8ae769edde8ede0ba85c6e4a,Brooklyn,New York,No,647,43.299400,-74.217900,False,Original
71299889a01ac9927f9d3e64c1a6423b,Evanston,Illinois,No,144,40.633100,-89.398500,False,Original
e17f29e17028604649bc473fed7bf656,Chicago,Illinois,Yes,655,41.878100,-87.629800,False,Original
b5b453ca3d42993ccc9fd3349bdf0377,Oakland,California,Yes,427,37.804400,-122.271200,False,Original
d7665cdafe0490593985fb6217dc8eff,Durham,North Carolina,No,673,35.759600,-79.019300,False,Original
eec259dc7f95897c276aa6ced50755d9,Rockford,Illinois,No,435,40.633100,-89.398500,False,Original
78e3654bfaf14ff07b85179ad5b077e0,Oakland,California,Yes,205,37.804400,-122.271200,False,Original
bf0d073d821c13369970cf60ebff8d15,Miami,Florida,No,818,25.761700,-80.191800,False,Original
ef2ae713570210496a39aaa6dabac50d,Aurora,Illinois,No,299,40.633100,-89.398500,False,Original
96418cedd664d2644c6e27ffb9de7a3a,El Paso,Texas,No,162,31.761900,-106.485000,False,Original
585a0afa7bfdcc1289e06ab37250ee18,Rochester,New York,No,965,43.156600,-77.608800,False,Original
fb140bc3304b8590de9e37575260001e,Rockford,Illinois,No,886,40.633100,-89.398500,False,Original
517400f80b2c782a69288e92c68a152f,Naperville,Illinois,No,689,40.633100,-89.398500,False,Original
fb16e5dba6eab79ed21c82f8cada4f80,Los Angeles,California,Yes,998,34.052200,-118.243700,False,Original
19b17e80dea4ae1754fd9ad39716108e,Jacksonville,Florida,Yes,942,30.332200,-81.655700,False,Original
24e75e8eb8f2142303edd1f874f93d17,Queens,New York,No,086,43.299400,-74.217900,False,Original
43d88870f81dbaa1c8120a8e78308930,Queens,New York,No,092,43.299400,-74.217900,False,Original
aca2b148da330aa1541cdfcdda0d4a5f,Jacksonville,Florida,No,651,30.332200,-81.655700,False,Original
7cea2045c268283ee32f2e63b7fddd71,Miami,Florida,No,250,25.761700,-80.191800,False,Original
4991ab9bebc2026faf34cf65a193c4b2,London,other,No,110,,,False,Original
df615a5cb4323070a23d4c2fc2a79689,San Francisco,California,No,935,37.774900,-122.419400,False,Original
cbd00ef2530a37df0bc610660769165f,San Diego,California,No,159,32.715700,-117.161100,False,Original
90e0a95b697c392387fa841a3e83b91f,Evanston,Illinois,Yes,090,40.633100,-89.398500,False,Original
9ea556aa61ee6c5bdeef580f9c07a751,Naperville,Illinois,No,156,40.633100,-89.398500,False,Original
4104a8b5a34db7c5760debbb3b70b3a1,Queens,New York,Yes,833,43.299400,-74.217900,False,Original
ad77e82f49a23a89e6b5a92c771ad655,Houston,Texas,No,363,29.760400,-95.369800,False,Original
a3917c994c955f6a966b1964fcd6bdca,Paris,other,No,319,,,False,Original
da743152627b41a1ffd6f23232ffe294,Brooklyn,New York,No,377,43.299400,-74.217900,False,Original
b303f438fe2110d04bbe4aff9326dffd,Sacramento,California,No,018,38.581600,-121.494400,False,Original
c73f6e1baf908e3cdd750e9890e0b95f,Chicago,Illinois,No,773,41.878100,-87.629800,False,Original
e726be23e776b886d534ee1d7f2984f5,San Francisco,California,No,370,37.774900,-122.419400,False,Original
9ef2b93e30ac7d7ba2f963a33810ae66,Sacramento,California,No,707,38.581600,-121.494400,False,Original
18dfbc3ca0d4de3d2303f6c6d69d42f1,Charlotte,North Carolina,No,461,35.227100,-80.843100,False,Original
bb7bee035d678bb1945ef2e4088a93ec,San Diego,California,No,435,32.715700,-117.161100,False,Original
c958e75e21d53971336749b52cf6bf75,Austin,Texas,No,945,30.267200,-97.743100,False,Original
41c8ca8c2a1f955ad499da9945c45a3e,Durham,North Carolina,No,312,35.759600,-79.019300,False,Original
cde22f1c56b60afcded255d0bf1e8366,Los Angeles,California,Yes,999,34.052200,-118.243700,False,Original
b966442aad238d36dc322c9739c1e262,Naperville,Illinois,No,833,40.633100,-89.398500,False,Original
ca6a2224171e16cc5da36f1b8eac0a33,Bronx,New York,No,475,43.299400,-74.217900,False,Original
ac1e86d8bfbf397bac3e7b0d5e5ba13d,San Jose,California,No,972,37.338200,-121.886300,False,Original
3bdbc09eacc216a01bbc91f75f18e583,Rochester,New York,No,584,43.156600,-77.608800,False,Original
38ab854c9c2e58deea4e361753f8382b,El Paso,Texas,No,941,31.761900,-106.485000,False,Original
688613dba6348e784d5c55c7b379cb1e,Los Angeles,California,No,321,34.052200,-118.243700,False,Original
18e193311dba12677e1ca5a1fef518a6,Oakland,California,Yes,474,37.804400,-122.271200,False,Original
be3e6e57f30a9e32aba4fc035efa9c5b,Rockford,Illinois,No,770,40.633100,-89.398500,False,Original
6a35df59e2aa7a5d278ed00dba0266ef,Naperville,Illinois,No,971,40.633100,-89.398500,False,Original
b0b63bcf08601833479d0cdaf396ea37,Buffalo,New York,No,251,42.886400,-78.878400,False,Original
fb1e143b196f4dfa5cd8fe1adafec8a9,Rockford,Illinois,No,670,40.633100,-89.398500,False,Original
46a02a9b65ec7acd0f8035f55bd20c98,Los Angeles,California,No,853,34.052200,-118.243700,False,Original
364c911aa9ab364a1777e8cb74685b98,Fort Worth,Texas,No,061,32.755500,-97.330800,False,Original
fd235def3e5a87e35560db22c96b5edb,Oakland,California,Yes,859,37.804400,-122.271200,False,Original
961d33ba350843f08de08fc2c3e15a85,San Francisco,California,No,161,37.774900,-122.419400,False,Original
00b9d4a3989240ace68933a9c9e48e8c,San Francisco,California,No,563,37.774900,-122.419400,False,Original
1c24220e2cabd7e7cc6b66e5402adf9c,Chicago,Illinois,Yes,376,41.878100,-87.629800,False,Original
96bf10ab3ce915e7c9d6a63bca3c6f5f,Brooklyn,New York,No,139,43.299400,-74.217900,False,Original
SYN-DONOR-d2ecd64f3e174b2e,Rockford,Illinois,Yes,643,40.629204,-89.373931,True,Synthetic donors only
SYN-DONOR-51e61040dd89445a,Chicago,Illinois,No,655,41.889731,-87.639157,True,Synthetic donors only
SYN-DONOR-dd152f639fed439a,Austin,Texas,Yes,922,30.275330,-97.702375,True,Synthetic donors only
SYN-DONOR-c33d28cd49f54bba,Houston,Texas,Yes,559,29.734559,-95.405313,True,Synthetic donors only
SYN-DONOR-90a2e34723644943,El Paso,Texas,No,423,31.763358,-106.488721,True,Synthetic donors only
SYN-DONOR-0179bb7fdeb14d13,Queens,New York,No,092,43.288470,-74.200737,True,Synthetic donors only
SYN-DONOR-60897b7112fa4b7f,Buffalo,New York,No,251,42.899581,-78.869713,True,Synthetic donors only
SYN-DONOR-4d91ccc56db443b2,Queens,New York,No,833,43.319289,-74.270908,True,Synthetic donors only
SYN-DONOR-0fe03c23a8a44ee4,Sacramento,California,No,879,38.549547,-121.463740,True,Synthetic donors only
SYN-DONOR-33b5b5084dec40dc,San Francisco,California,No,935,37.804558,-122.454477,True,Synthetic donors only
SYN-DONOR-5d185991ddbb4d25,Raleigh,North Carolina,Yes,456,35.763605,-78.990648,True,Synthetic donors only
SYN-DONOR-d0ff7004e3ce4bc9,Fort Worth,Texas,No,234,32.778248,-97.314053,True,Synthetic donors only
SYN-DONOR-4321301490bf41dc,Rockford,Illinois,No,643,40.616651,-89.381024,True,Synthetic donors only
SYN-DONOR-05cf3f0855b040f4,San Francisco,California,No,218,37.746225,-122.457861,True,Synthetic donors only
SYN-DONOR-80270f8650fa4bea,Sacramento,California,No,110,38.599299,-121.465146,True,Synthetic donors only
SYN-DONOR-0b047e79514c4cad,San Francisco,California,No,563,37.725096,-122.438023,True,Synthetic donors only
SYN-DONOR-98eecf18d2c44100,Naperville,Illinois,No,156,40.634274,-89.389637,True,Synthetic donors only
SYN-DONOR-881eb32d18f74586,Sacramento,California,No,903,38.601927,-121.413151,True,Synthetic donors only
SYN-DONOR-63ebd07623774807,San Francisco,California,No,370,37.755237,-122.448505,True,Synthetic donors only
SYN-DONOR-89695b0ed1c44b0c,Naperville,Illinois,No,833,40.630641,-89.372274,True,Synthetic donors only
SYN-DONOR-f13bace50dbf417f,San Antonio,Texas,No,516,29.359655,-98.531487,True,Synthetic donors only
SYN-DONOR-84681bb615d6440e,San Jose,California,Yes,796,37.379972,-121.886946,True,Synthetic donors only
SYN-DONOR-375d39417e314aad,London,other,Yes,127,,,True,Synthetic donors only
SYN-DONOR-eb6e0efadb5942cb,Orlando,Florida,No,529,28.547879,-81.414583,True,Synthetic donors only
SYN-DONOR-557709e98b314bb2,Los Angeles,California,No,420,34.095143,-118.244747,True,Synthetic donors only
SYN-DONOR-f91bc721f87d49ba,Fort Worth,Texas,No,061,32.811257,-97.326771,True,Synthetic donors only
SYN-DONOR-1f55758df7924476,Aurora,Illinois,No,515,40.627814,-89.348684,True,Synthetic donors only
SYN-DONOR-30bbfaa0fdeb4b62,Rockford,Illinois,No,954,40.549944,-89.373616,True,Synthetic donors only
SYN-DONOR-0c350199097e4db2,San Francisco,California,No,370,37.752942,-122.419481,True,Synthetic donors only
SYN-DONOR-5b014c1c327e4861,Naperville,Illinois,No,833,40.618127,-89.350838,True,Synthetic donors only
SYN-DONOR-f4dc686337934dac,San Francisco,California,Yes,379,37.778322,-122.462845,True,Synthetic donors only
SYN-DONOR-1cf51746b60d4c95,Rochester,New York,No,965,43.187582,-77.608689,True,Synthetic donors only
SYN-DONOR-63ec31a6315b4774,Houston,Texas,No,173,29.808199,-95.415414,True,Synthetic donors only
SYN-DONOR-ea5445ecc7024877,Tampa,Florida,Yes,035,28.011700,-82.516032,True,Synthetic donors only
SYN-DONOR-1eba4b18b4ca4df0,New York,New York,No,620,40.766474,-73.981067,True,Synthetic donors only
SYN-DONOR-e531c473ed6d40f5,Aurora,Illinois,Yes,299,40.589414,-89.391660,True,Synthetic donors only
SYN-DONOR-40de8602656c4b72,San Francisco,California,No,218,37.753514,-122.408186,True,Synthetic donors only
SYN-DONOR-347af758802349f0,Sacramento,California,No,879,38.590740,-121.465561,True,Synthetic donors only
SYN-DONOR-7b7b5b3eea7e4b1a,Brooklyn,New York,No,139,43.260296,-74.201875,True,Synthetic donors only
SYN-DONOR-6934d6e0286f40d0,New York,New York,Yes,590,40.688290,-73.966332,True,Synthetic donors only
SYN-DONOR-42d74cb6c9bf49b0,Austin,Texas,Yes,743,30.311793,-97.721775,True,Synthetic donors only
SYN-DONOR-e78dfeb43c0b491d,Oakland,California,No,093,37.812930,-122.281559,True,Synthetic donors only
SYN-DONOR-cd382e9ba95540a7,Sacramento,California,No,333,38.585755,-121.476222,True,Synthetic donors only
SYN-DONOR-ee6d4069d1fc47c1,Los Angeles,California,No,321,33.991770,-118.233220,True,Synthetic donors only
SYN-DONOR-25e278008aa64bbe,Queens,New York,Yes,092,43.329888,-74.196635,True,Synthetic donors only
SYN-DONOR-4a49e261a9ae43fb,Austin,Texas,No,922,30.260336,-97.795006,True,Synthetic donors only
SYN-DONOR-3ae08d30188841b6,San Francisco,California,Yes,161,37.748815,-122.401097,True,Synthetic donors only
SYN-DONOR-44a9cf8abd614fbc,Brooklyn,New York,No,377,43.313412,-74.182373,True,Synthetic donors only
SYN-DONOR-13bf8ac29b324213,Austin,Texas,No,922,30.267296,-97.663790,True,Synthetic donors only
SYN-DONOR-e88b40217aea4ca7,San Diego,California,No,563,32.704981,-117.164607,True,Synthetic donors only
SYN-DONOR-9d0e54d7f6e64e66,Brooklyn,New York,No,139,43.377833,-74.233375,True,Synthetic donors only
SYN-DONOR-1d01d66e3bfb42ec,Queens,New York,Yes,833,43.275226,-74.215713,True,Synthetic donors only
SYN-DONOR-32bd577c3abf47db,Dallas,Texas,Yes,403,32.703024,-96.726914,True,Synthetic donors only
SYN-DONOR-0c87e3cbe4464c56,San Francisco,California,No,218,37.739651,-122.409161,True,Synthetic donors only
SYN-DONOR-ebba08cee4004504,Buffalo,New York,No,251,42.834065,-78.897528,True,Synthetic donors only
SYN-DONOR-60ae677c376d4603,Chicago,Illinois,No,937,41.923263,-87.638795,True,Synthetic donors only
SYN-DONOR-8d5145e29c894d0c,Bronx,New York,No,858,43.342808,-74.201602,True,Synthetic donors only
SYN-DONOR-1ba15600b1ca4c34,Chicago,Illinois,No,982,41.927036,-87.555371,True,Synthetic donors only
SYN-DONOR-2ba77ecdcddc4ca9,New York,New York,Yes,166,40.669393,-74.035514,True,Synthetic donors only
SYN-DONOR-4238593d37e648b0,Sacramento,California,Yes,333,38.601906,-121.511137,True,Synthetic donors only
SYN-DONOR-6ee2ef57b4d741b3,Buffalo,New York,No,267,42.845906,-78.855881,True,Synthetic donors only
SYN-DONOR-a1a6e2206ef34d1b,San Antonio,Texas,No,742,29.439846,-98.440330,True,Synthetic donors only
SYN-DONOR-4718b18af0e340b4,Sacramento,California,No,333,38.567635,-121.520454,True,Synthetic donors only
SYN-DONOR-c93ed4c2ed044f2e,Sacramento,California,No,903,38.616398,-121.477341,True,Synthetic donors only
SYN-DONOR-e1ab55f2214248ac,Brooklyn,New York,No,139,43.321112,-74.207134,True,Synthetic donors only
